ID;SOURCE;DATE
720251;yandex;17.10.2019 11:17:17
720250;google;17.10.2019 11:09:32
720255;yandex;17.10.2019 12:04:34
720257;google;17.10.2019 12:17:11
720258;yandex;17.10.2019 12:40:07
720281;yandex;17.10.2019 14:10:31
720290;yandex;17.10.2019 14:37:11
720297;yandex;17.10.2019 15:21:57
720301;yandex;17.10.2019 16:20:13
720303;yandex;17.10.2019 16:26:25
720253;google;17.10.2019 11:53:01
720256;yandex;17.10.2019 12:12:44
720262;yandex;17.10.2019 12:53:55
