<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
20190608,000000,0.1357110,0.1357110,0.1357110,0.1357110,0
20190611,000000,0.1352650,0.1352650,0.1352650,0.1352650,0
20190612,000000,0.1346890,0.1346890,0.1346890,0.1346890,0
20190614,000000,0.1351410,0.1351410,0.1351410,0.1351410,0
20190615,000000,0.1347120,0.1347120,0.1347120,0.1347120,0
20190618,000000,0.1346710,0.1346710,0.1346710,0.1346710,0
20190619,000000,0.1348040,0.1348040,0.1348040,0.1348040,0
20190620,000000,0.1340580,0.1340580,0.1340580,0.1340580,0
20190621,000000,0.1327210,0.1327210,0.1327210,0.1327210,0
20190622,000000,0.1322780,0.1322780,0.1322780,0.1322780,0
20190625,000000,0.1318860,0.1318860,0.1318860,0.1318860,0
20190626,000000,0.1308560,0.1308560,0.1308560,0.1308560,0
20190627,000000,0.1315910,0.1315910,0.1315910,0.1315910,0
20190628,000000,0.1321700,0.1321700,0.1321700,0.1321700,0
20190629,000000,0.1321450,0.1321450,0.1321450,0.1321450,0
20190702,000000,0.1323280,0.1323280,0.1323280,0.1323280,0
20190703,000000,0.1326890,0.1326890,0.1326890,0.1326890,0
20190704,000000,0.1332530,0.1332530,0.1332530,0.1332530,0
20190705,000000,0.1330560,0.1330560,0.1330560,0.1330560,0
20190706,000000,0.1332970,0.1332970,0.1332970,0.1332970,0
20190709,000000,0.1340400,0.1340400,0.1340400,0.1340400,0
20190710,000000,0.1339900,0.1339900,0.1339900,0.1339900,0
20190711,000000,0.1337500,0.1337500,0.1337500,0.1337500,0
20190712,000000,0.1320640,0.1320640,0.1320640,0.1320640,0
20190713,000000,0.1321400,0.1321400,0.1321400,0.1321400,0
20190716,000000,0.1317430,0.1317430,0.1317430,0.1317430,0
20190717,000000,0.1318210,0.1318210,0.1318210,0.1318210,0
20190718,000000,0.1322100,0.1322100,0.1322100,0.1322100,0
20190719,000000,0.1319100,0.1319100,0.1319100,0.1319100,0
20190720,000000,0.1319620,0.1319620,0.1319620,0.1319620,0
20190723,000000,0.1321810,0.1321810,0.1321810,0.1321810,0
