<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
20190724,000000,0.1326800,0.1326800,0.1326800,0.1326800,0
20190725,000000,0.1327920,0.1327920,0.1327920,0.1327920,0
20190726,000000,0.1327670,0.1327670,0.1327670,0.1327670,0
20190727,000000,0.1325920,0.1325920,0.1325920,0.1325920,0
20190730,000000,0.1334760,0.1334760,0.1334760,0.1334760,0
20190731,000000,0.1331490,0.1331490,0.1331490,0.1331490,0
20190801,000000,0.1331730,0.1331730,0.1331730,0.1331730,0
20190802,000000,0.1341610,0.1341610,0.1341610,0.1341610,0
20190803,000000,0.1358400,0.1358400,0.1358400,0.1358400,0
20190806,000000,0.1367040,0.1367040,0.1367040,0.1367040,0
20190807,000000,0.1369470,0.1369470,0.1369470,0.1369470,0
20190808,000000,0.1366990,0.1366990,0.1366990,0.1366990,0
20190809,000000,0.1366980,0.1366980,0.1366980,0.1366980,0
20190810,000000,0.1370310,0.1370310,0.1370310,0.1370310,0
20190813,000000,0.1374260,0.1374260,0.1374260,0.1374260,0
20190814,000000,0.1378190,0.1378190,0.1378190,0.1378190,0
20190815,000000,0.1370530,0.1370530,0.1370530,0.1370530,0
20190816,000000,0.1384260,0.1384260,0.1384260,0.1384260,0
20190817,000000,0.1385310,0.1385310,0.1385310,0.1385310,0
20190820,000000,0.1398740,0.1398740,0.1398740,0.1398740,0
20190824,000000,0.1378250,0.1378250,0.1378250,0.1378250,0
20190827,000000,0.1384540,0.1384540,0.1384540,0.1384540,0
20190828,000000,0.1391740,0.1391740,0.1391740,0.1391740,0
20190829,000000,0.1395220,0.1395220,0.1395220,0.1395220,0
20190830,000000,0.1400780,0.1400780,0.1400780,0.1400780,0
20190831,000000,0.1395960,0.1395960,0.1395960,0.1395960,0
20190903,000000,0.1398180,0.1398180,0.1398180,0.1398180,0
20190904,000000,0.1404880,0.1404880,0.1404880,0.1404880,0
20190905,000000,0.1394870,0.1394870,0.1394870,0.1394870,0
20190906,000000,0.1385480,0.1385480,0.1385480,0.1385480,0
20190907,000000,0.1384330,0.1384330,0.1384330,0.1384330,0
20190910,000000,0.1375350,0.1375350,0.1375350,0.1375350,0
20190911,000000,0.1374050,0.1374050,0.1374050,0.1374050,0
20190912,000000,0.1373180,0.1373180,0.1373180,0.1373180,0
20190913,000000,0.1368840,0.1368840,0.1368840,0.1368840,0
20190914,000000,0.1351880,0.1351880,0.1351880,0.1351880,0
20190917,000000,0.1338660,0.1338660,0.1338660,0.1338660,0
20190918,000000,0.1345390,0.1345390,0.1345390,0.1345390,0
20190919,000000,0.1351560,0.1351560,0.1351560,0.1351560,0
20190920,000000,0.1348450,0.1348450,0.1348450,0.1348450,0
20190921,000000,0.1339950,0.1339950,0.1339950,0.1339950,0
20190924,000000,0.1344240,0.1344240,0.1344240,0.1344240,0
20190925,000000,0.1338920,0.1338920,0.1338920,0.1338920,0
20190926,000000,0.1348760,0.1348760,0.1348760,0.1348760,0
20190927,000000,0.1351170,0.1351170,0.1351170,0.1351170,0
20190928,000000,0.1353980,0.1353980,0.1353980,0.1353980,0
20191001,000000,0.1356570,0.1356570,0.1356570,0.1356570,0
20191002,000000,0.1366950,0.1366950,0.1366950,0.1366950,0
20191003,000000,0.1373920,0.1373920,0.1373920,0.1373920,0
20191004,000000,0.1366290,0.1366290,0.1366290,0.1366290,0
20191005,000000,0.1364460,0.1364460,0.1364460,0.1364460,0
20191008,000000,0.1361170,0.1361170,0.1361170,0.1361170,0
20191009,000000,0.1360760,0.1360760,0.1360760,0.1360760,0
20191010,000000,0.1365450,0.1365450,0.1365450,0.1365450,0
20191011,000000,0.1357270,0.1357270,0.1357270,0.1357270,0
20191012,000000,0.1346410,0.1346410,0.1346410,0.1346410,0
20191015,000000,0.1350220,0.1350220,0.1350220,0.1350220,0
20191016,000000,0.1345650,0.1345650,0.1345650,0.1345650,0
20191017,000000,0.1348680,0.1348680,0.1348680,0.1348680,0
20191018,000000,0.1340620,0.1340620,0.1340620,0.1340620,0
20191019,000000,0.1343290,0.1343290,0.1343290,0.1343290,0
20191022,000000,0.1336000,0.1336000,0.1336000,0.1336000,0
20191023,000000,0.1338530,0.1338530,0.1338530,0.1338530,0
20191024,000000,0.1336820,0.1336820,0.1336820,0.1336820,0
20191025,000000,0.1343290,0.1343290,0.1343290,0.1343290,0
20191026,000000,0.1340940,0.1340940,0.1340940,0.1340940,0
20191029,000000,0.1342650,0.1342650,0.1342650,0.1342650,0
20191030,000000,0.1341570,0.1341570,0.1341570,0.1341570,0
20191031,000000,0.1341600,0.1341600,0.1341600,0.1341600,0
20191101,000000,0.1339100,0.1339100,0.1339100,0.1339100,0
20191102,000000,0.1343790,0.1343790,0.1343790,0.1343790,0
20191106,000000,0.1326650,0.1326650,0.1326650,0.1326650,0
20191107,000000,0.1330990,0.1330990,0.1330990,0.1330990,0
20191108,000000,0.1333960,0.1333960,0.1333960,0.1333960,0
20191109,000000,0.1333950,0.1333950,0.1333950,0.1333950,0
20191112,000000,0.1337070,0.1337070,0.1337070,0.1337070,0
20191113,000000,0.1335840,0.1335840,0.1335840,0.1335840,0
20191114,000000,0.1343120,0.1343120,0.1343120,0.1343120,0
20191115,000000,0.1343310,0.1343310,0.1343310,0.1343310,0
20191116,000000,0.1336570,0.1336570,0.1336570,0.1336570,0
20191119,000000,0.1334470,0.1334470,0.1334470,0.1334470,0
20191120,000000,0.1335560,0.1335560,0.1335560,0.1335560,0
20191121,000000,0.1342170,0.1342170,0.1342170,0.1342170,0
20191122,000000,0.1337030,0.1337030,0.1337030,0.1337030,0
20191123,000000,0.1334240,0.1334240,0.1334240,0.1334240,0
20191126,000000,0.1335370,0.1335370,0.1335370,0.1335370,0
20191127,000000,0.1340810,0.1340810,0.1340810,0.1340810,0
20191128,000000,0.1339730,0.1339730,0.1339730,0.1339730,0
20191129,000000,0.1341010,0.1341010,0.1341010,0.1341010,0
20191130,000000,0.1340620,0.1340620,0.1340620,0.1340620,0
20191203,000000,0.1346780,0.1346780,0.1346780,0.1346780,0
20191204,000000,0.1341840,0.1341840,0.1341840,0.1341840,0
20191205,000000,0.1342990,0.1342990,0.1342990,0.1342990,0
20191206,000000,0.1334310,0.1334310,0.1334310,0.1334310,0
20191207,000000,0.1332330,0.1332330,0.1332330,0.1332330,0
20191210,000000,0.1332450,0.1332450,0.1332450,0.1332450,0
20191211,000000,0.1334010,0.1334010,0.1334010,0.1334010,0
20191212,000000,0.1329820,0.1329820,0.1329820,0.1329820,0
20191213,000000,0.1322710,0.1322710,0.1322710,0.1322710,0
20191214,000000,0.1308670,0.1308670,0.1308670,0.1308670,0
20191217,000000,0.1314250,0.1314250,0.1314250,0.1314250,0
20191218,000000,0.1310270,0.1310270,0.1310270,0.1310270,0
20191219,000000,0.1309270,0.1309270,0.1309270,0.1309270,0
20191220,000000,0.1307440,0.1307440,0.1307440,0.1307440,0
20191221,000000,0.1304910,0.1304910,0.1304910,0.1304910,0
20191224,000000,0.1301620,0.1301620,0.1301620,0.1301620,0
20191225,000000,0.1299890,0.1299890,0.1299890,0.1299890,0
20191226,000000,0.1285760,0.1285760,0.1285760,0.1285760,0
20191227,000000,0.1291530,0.1291530,0.1291530,0.1291530,0
20191228,000000,0.1295020,0.1295020,0.1295020,0.1295020,0
20191231,000000,0.1292390,0.1292390,0.1292390,0.1292390,0
20200101,000000,0.1292390,0.1292390,0.1292390,0.1292390,0
20200110,000000,0.1279040,0.1279040,0.1279040,0.1279040,0
20200111,000000,0.1279650,0.1279650,0.1279650,0.1279650,0
20200114,000000,0.1273050,0.1273050,0.1273050,0.1273050,0
20200115,000000,0.1280130,0.1280130,0.1280130,0.1280130,0
20200116,000000,0.1282520,0.1282520,0.1282520,0.1282520,0
20200117,000000,0.1283360,0.1283360,0.1283360,0.1283360,0
20200118,000000,0.1282610,0.1282610,0.1282610,0.1282610,0
20200121,000000,0.1283870,0.1283870,0.1283870,0.1283870,0
20200122,000000,0.1293370,0.1293370,0.1293370,0.1293370,0
20200123,000000,0.1292930,0.1292930,0.1292930,0.1292930,0
20200124,000000,0.1295380,0.1295380,0.1295380,0.1295380,0
20200125,000000,0.1291600,0.1291600,0.1291600,0.1291600,0
20200128,000000,0.1302780,0.1302780,0.1302780,0.1302780,0
20200129,000000,0.1313060,0.1313060,0.1313060,0.1313060,0
20200130,000000,0.1303940,0.1303940,0.1303940,0.1303940,0
20200131,000000,0.1317360,0.1317360,0.1317360,0.1317360,0
20200201,000000,0.1319510,0.1319510,0.1319510,0.1319510,0
20200204,000000,0.1335610,0.1335610,0.1335610,0.1335610,0
20200205,000000,0.1325690,0.1325690,0.1325690,0.1325690,0
20200206,000000,0.1320250,0.1320250,0.1320250,0.1320250,0
20200207,000000,0.1312390,0.1312390,0.1312390,0.1312390,0
20200208,000000,0.1325920,0.1325920,0.1325920,0.1325920,0
20200211,000000,0.1332030,0.1332030,0.1332030,0.1332030,0
20200212,000000,0.1335750,0.1335750,0.1335750,0.1335750,0
20200213,000000,0.1317600,0.1317600,0.1317600,0.1317600,0
20200214,000000,0.1328490,0.1328490,0.1328490,0.1328490,0
20200215,000000,0.1326090,0.1326090,0.1326090,0.1326090,0
20200218,000000,0.1323060,0.1323060,0.1323060,0.1323060,0
20200219,000000,0.1332700,0.1332700,0.1332700,0.1332700,0
20200220,000000,0.1330700,0.1330700,0.1330700,0.1330700,0
20200221,000000,0.1332110,0.1332110,0.1332110,0.1332110,0
20200222,000000,0.1345210,0.1345210,0.1345210,0.1345210,0
20200226,000000,0.1357480,0.1357480,0.1357480,0.1357480,0
20200227,000000,0.1369950,0.1369950,0.1369950,0.1369950,0
20200228,000000,0.1371730,0.1371730,0.1371730,0.1371730,0
20200229,000000,0.1399140,0.1399140,0.1399140,0.1399140,0
20200303,000000,0.1386880,0.1386880,0.1386880,0.1386880,0
20200304,000000,0.1387860,0.1387860,0.1387860,0.1387860,0
20200305,000000,0.1379510,0.1379510,0.1379510,0.1379510,0
20200306,000000,0.1381740,0.1381740,0.1381740,0.1381740,0
20200307,000000,0.1409550,0.1409550,0.1409550,0.1409550,0
20200311,000000,0.1504350,0.1504350,0.1504350,0.1504350,0
20200312,000000,0.1479750,0.1479750,0.1479750,0.1479750,0
