<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
20150416,000000,41.6200000,41.8400000,41.0250000,41.0900000,315051
20150417,000000,40.7000000,40.9950000,39.9000000,39.9650000,445640
20150420,000000,40.2300000,41.0650000,40.1400000,40.7200000,325575
20150421,000000,41.1500000,41.7900000,40.9000000,41.6150000,566698
20150422,000000,41.7650000,42.1600000,40.8350000,41.0650000,325837
20150423,000000,41.1350000,41.8150000,40.3700000,40.6100000,355449
20150424,000000,40.6300000,40.9500000,40.1350000,40.2300000,332260
20150427,000000,40.3800000,40.8900000,39.4200000,40.8700000,824320
20150428,000000,41.0000000,41.4650000,39.7000000,40.2650000,707157
20150429,000000,40.6000000,40.6200000,38.9250000,39.0500000,447861
20150430,000000,38.9650000,39.7900000,38.2700000,39.4100000,613897
20150504,000000,39.6300000,39.9100000,39.1450000,39.6150000,305414
20150505,000000,39.5650000,40.4000000,37.8550000,38.1450000,573537
20150506,000000,38.0500000,38.1050000,35.3500000,35.7000000,1771307
20150507,000000,35.6400000,37.9000000,34.6700000,37.6750000,2538613
20150508,000000,38.0000000,38.7850000,37.6500000,38.7250000,805696
20150511,000000,39.0000000,39.2000000,38.7500000,38.9250000,559418
20150512,000000,38.5600000,38.8450000,37.7300000,38.7500000,467113
20150513,000000,39.5000000,39.8600000,38.5700000,38.8200000,419392
20150514,000000,38.8550000,39.2200000,38.5700000,39.0900000,435472
20150515,000000,39.6600000,40.0000000,39.0150000,39.1450000,549964
20150518,000000,39.2850000,39.4350000,38.4710000,39.4350000,353365
20150519,000000,39.7550000,40.7750000,39.7000000,40.6600000,475575
20150520,000000,40.7400000,41.5950000,40.3400000,40.8650000,561689
20150521,000000,40.8050000,40.9900000,40.4450000,40.8150000,239098
20150522,000000,40.0000000,40.4650000,39.0800000,39.4850000,938340
20150526,000000,39.7200000,39.7950000,38.1950000,38.3550000,755161
20150527,000000,38.2000000,38.4300000,36.8250000,36.9300000,1023763
20150528,000000,37.0000000,38.2400000,36.9300000,37.9550000,1065114
20150529,000000,38.0950000,38.3050000,37.5850000,37.7300000,678307
20150601,000000,38.2250000,38.5000000,37.8800000,38.0400000,451785
20150602,000000,38.2300000,38.4400000,37.3450000,37.6200000,402703
20150603,000000,37.5500000,37.8750000,37.2550000,37.5250000,429338
20150604,000000,37.5350000,37.5350000,36.6500000,36.7650000,554141
20150605,000000,36.5500000,36.8200000,36.2000000,36.2400000,429499
20150608,000000,36.2850000,36.4100000,35.5600000,36.2000000,704356
20150609,000000,36.0000000,36.1100000,35.1900000,35.5750000,465323
20150610,000000,35.5000000,36.4950000,35.4000000,36.3950000,680558
20150611,000000,36.7000000,37.4950000,36.5950000,37.0950000,725962
20150612,000000,36.9000000,37.0490000,36.0900000,36.1800000,482845
20150615,000000,35.8000000,36.1750000,35.5900000,35.8900000,518238
20150616,000000,35.8000000,35.9500000,35.1650000,35.9500000,541789
20150617,000000,36.1000000,36.2390000,35.6300000,35.9300000,391262
20150618,000000,35.7300000,36.0600000,34.5950000,35.9700000,498305
20150619,000000,36.1200000,37.2050000,36.0250000,36.5000000,932094
20150622,000000,37.4600000,37.4600000,35.3100000,35.3800000,1139936
20150623,000000,35.8900000,36.6000000,35.8900000,36.2450000,646442
20150624,000000,36.2000000,36.3800000,35.5200000,35.8050000,525772
20150625,000000,35.5000000,35.9100000,35.1650000,35.8800000,443173
20150626,000000,35.6900000,35.6900000,35.2450000,35.3650000,503189
20150629,000000,33.1500000,35.1250000,32.2500000,34.6000000,1462209
20150630,000000,34.4400000,34.7940000,34.0950000,34.3500000,533601
20150701,000000,34.7800000,35.4500000,34.7350000,35.2650000,475020
20150702,000000,35.3500000,35.8500000,35.3500000,35.5200000,437260
20150703,000000,35.5850000,36.5000000,35.5000000,35.8200000,402413
20150706,000000,35.2150000,36.0050000,35.2000000,35.4350000,308709
20150707,000000,35.4750000,35.7690000,34.6450000,34.7400000,269956
20150708,000000,34.7700000,35.3500000,34.5000000,35.0500000,351330
20150709,000000,35.0600000,36.0650000,34.9600000,35.8600000,322895
20150710,000000,36.8000000,37.2000000,36.6650000,36.9900000,446700
20150713,000000,37.4400000,37.5000000,37.1350000,37.3500000,450161
20150714,000000,37.3450000,37.6400000,36.4350000,37.6100000,392699
20150715,000000,37.6450000,38.1550000,37.4700000,38.1100000,467468
20150716,000000,39.8500000,39.8950000,38.6050000,39.0750000,1052462
20150717,000000,39.3100000,39.6000000,38.3700000,38.9050000,416961
20150720,000000,39.4000000,40.9550000,39.1610000,40.1450000,729715
20150721,000000,40.2500000,40.4700000,39.1450000,39.4300000,654193
20150722,000000,39.0050000,39.7700000,39.0000000,39.3750000,379145
20150723,000000,39.5350000,39.6000000,38.8950000,39.1450000,471329
20150724,000000,39.0100000,39.0250000,38.2800000,38.4350000,563016
20150727,000000,38.1800000,38.2900000,37.3650000,37.4100000,628426
20150728,000000,37.5700000,37.6400000,36.6050000,36.8700000,1221820
20150729,000000,37.1350000,37.1350000,35.8100000,36.0000000,1051290
20150730,000000,36.2700000,36.4050000,35.3150000,35.8550000,778027
20150731,000000,36.0000000,36.3600000,35.6900000,36.1000000,562814
20150803,000000,36.1650000,36.6150000,35.8500000,36.3650000,475518
20150804,000000,36.4000000,37.1950000,36.3150000,36.8950000,719009
20150805,000000,37.0000000,37.8550000,37.0000000,37.7500000,518697
20150806,000000,37.7250000,37.9000000,37.2000000,37.2000000,294881
20150807,000000,37.3500000,37.3500000,36.5450000,36.5550000,311118
20150810,000000,36.7000000,36.9350000,36.5000000,36.7500000,384475
20150811,000000,36.7650000,36.8150000,36.3050000,36.4500000,334332
20150812,000000,36.2500000,36.2510000,35.2700000,35.7750000,303967
20150813,000000,36.1300000,36.7400000,35.9900000,36.2400000,351689
20150814,000000,36.2350000,36.6250000,36.1200000,36.2950000,505453
20150817,000000,36.3500000,36.5000000,35.7550000,35.9750000,487652
20150818,000000,36.7000000,39.4900000,36.6250000,38.8850000,1394621
20150819,000000,38.8000000,39.1750000,38.3000000,39.0000000,734047
20150820,000000,38.8450000,38.8650000,38.3400000,38.4000000,830936
20150821,000000,37.0000000,37.8750000,36.5700000,37.2700000,485060
20150824,000000,35.2700000,35.8650000,33.3850000,35.5600000,1343263
20150826,000000,36.7500000,36.7500000,35.0000000,35.7650000,809355
20150827,000000,36.8350000,37.1450000,36.3650000,36.6300000,629089
20150828,000000,36.7600000,37.0000000,36.3450000,36.7800000,542612
20150831,000000,36.5450000,37.2150000,36.3460000,37.1150000,343150
20150901,000000,36.6800000,36.9200000,35.5850000,36.0300000,438162
20150902,000000,36.1000000,36.6400000,35.6500000,36.2050000,353191
20150903,000000,36.4850000,37.3000000,36.4850000,36.7700000,369411
20150904,000000,36.4150000,36.5050000,35.6600000,36.1750000,314085
20150907,000000,36.5150000,36.5600000,35.8660000,36.1200000,140313
20150908,000000,36.3000000,36.9400000,36.2550000,36.4750000,274618
20150909,000000,37.1100000,37.2450000,36.6850000,36.8850000,344417
20150910,000000,36.7000000,37.4000000,36.7000000,37.1550000,300551
20150911,000000,36.7950000,37.0600000,36.6000000,36.8900000,170124
20150914,000000,37.0000000,37.4550000,36.6800000,36.7400000,179493
20150915,000000,36.7250000,37.2650000,36.6300000,37.1800000,307441
20150916,000000,37.4050000,38.1600000,37.4050000,38.1050000,462883
20150917,000000,38.2950000,40.0400000,38.2500000,39.9650000,872528
20150918,000000,40.0500000,40.0500000,40.0500000,40.0500000,130595
20150921,000000,40.0300000,40.2600000,39.6600000,39.9750000,456090
20150922,000000,40.1050000,40.4400000,39.3800000,39.4400000,505704
20150923,000000,39.3100000,40.7700000,39.3050000,40.6400000,509605
20150924,000000,40.6000000,40.9500000,40.1000000,40.2800000,681809
20150925,000000,40.8800000,42.3200000,40.6500000,41.7650000,711014
20150928,000000,41.7300000,41.9700000,41.2000000,41.4700000,410594
20150929,000000,40.9500000,41.6050000,40.7750000,41.4800000,436397
20150930,000000,42.2800000,42.9250000,41.9250000,42.7050000,737893
20151001,000000,43.0950000,43.7150000,42.8900000,43.1050000,697760
20151002,000000,43.5000000,44.5850000,43.2300000,43.8450000,706888
20151005,000000,44.5950000,44.8000000,43.9000000,44.5000000,605285
20151006,000000,44.5800000,44.5800000,43.1500000,43.2250000,902337
20151007,000000,43.5000000,43.5000000,42.5050000,42.6900000,582823
20151008,000000,42.5450000,43.0000000,42.1650000,42.4050000,669610
20151009,000000,42.8500000,42.9350000,42.2500000,42.5700000,541301
20151012,000000,42.7250000,42.7250000,41.8050000,42.5000000,436655
20151013,000000,42.5000000,42.6550000,41.5750000,42.0050000,306029
20151014,000000,41.8600000,41.9850000,41.5500000,41.7650000,282797
20151015,000000,41.9500000,43.1600000,41.6650000,42.9800000,374475
20151016,000000,43.2550000,44.1100000,42.9550000,43.1500000,524134
20151019,000000,43.2750000,43.6100000,42.7400000,43.3750000,256170
20151020,000000,43.3100000,43.7900000,43.2450000,43.6700000,339351
20151021,000000,43.6650000,44.4350000,43.4600000,44.2100000,455951
20151022,000000,44.1000000,44.4350000,43.6600000,44.3900000,411135
20151023,000000,44.6700000,45.4350000,44.3800000,45.2450000,535693
20151026,000000,45.3400000,45.3650000,44.4750000,45.0550000,381034
20151027,000000,44.8350000,44.9450000,44.3000000,44.7350000,455828
20151028,000000,44.8000000,46.8400000,44.8000000,46.4950000,741781
20151029,000000,47.1200000,48.9600000,45.4500000,46.4750000,789307
20151030,000000,46.6550000,47.4900000,46.5800000,47.0050000,528322
20151102,000000,47.0000000,48.1050000,46.8850000,47.3750000,483793
20151103,000000,47.4650000,47.5200000,46.6950000,47.3600000,542739
20151104,000000,47.5000000,47.5950000,45.8500000,46.0500000,736863
20151105,000000,46.1900000,46.5650000,45.3400000,45.8450000,716421
20151106,000000,45.9150000,46.2000000,45.1250000,46.0400000,453807
20151109,000000,46.1550000,46.3400000,44.9000000,45.0450000,495939
20151110,000000,45.0300000,45.5600000,44.8200000,45.2500000,367199
20151111,000000,45.4500000,46.6950000,45.4150000,46.5150000,557120
20151112,000000,46.3700000,46.6350000,45.9550000,46.0200000,435281
20151113,000000,45.9300000,45.9300000,42.4450000,43.2350000,1311896
20151116,000000,42.8600000,44.7500000,42.7600000,44.4950000,697680
20151117,000000,44.8000000,45.1450000,43.9400000,44.2650000,537548
20151118,000000,44.5000000,45.7350000,44.4900000,45.0000000,695333
20151119,000000,45.1000000,46.1300000,45.0000000,45.8800000,649139
20151120,000000,46.0000000,46.4400000,45.8250000,46.0000000,492055
20151123,000000,45.8250000,45.8700000,44.8650000,45.0000000,528063
20151124,000000,44.9200000,45.3650000,43.2850000,43.4000000,829603
20151125,000000,43.7000000,44.5300000,43.2750000,44.3700000,709782
20151126,000000,44.5050000,45.3000000,44.1600000,44.8200000,453599
20151127,000000,44.6000000,45.9400000,44.4250000,45.7650000,533288
20151130,000000,45.8000000,46.6050000,45.5700000,46.3650000,502170
20151201,000000,46.3050000,46.4450000,45.3100000,45.4100000,604642
20151202,000000,48.0000000,48.3000000,46.6550000,47.1600000,876116
20151203,000000,47.0550000,47.1150000,45.2800000,45.5750000,656824
20151204,000000,45.5500000,45.6600000,44.8100000,45.1950000,558715
20151207,000000,45.5650000,46.5400000,45.3500000,46.1550000,605094
20151208,000000,46.0200000,46.4400000,45.1000000,45.3700000,427440
20151209,000000,45.3800000,45.6850000,44.6300000,45.0150000,342136
20151210,000000,44.5400000,45.3700000,43.7400000,45.1500000,367109
20151211,000000,45.0200000,45.8200000,44.3000000,44.3500000,636105
20151214,000000,44.5000000,45.0750000,44.1750000,44.6000000,395920
20151215,000000,44.8300000,45.6800000,44.5600000,45.3800000,457123
20151216,000000,45.3350000,45.5000000,44.4900000,44.6250000,454130
20151217,000000,45.1000000,45.9000000,44.9750000,45.5350000,502943
20151218,000000,45.0950000,45.8350000,45.0350000,45.3650000,644052
20151221,000000,45.5650000,46.0130000,44.8800000,44.8800000,314353
20151222,000000,45.2850000,45.6200000,44.5450000,44.7000000,228642
20151223,000000,45.1000000,45.2450000,44.5750000,45.1950000,205905
20151228,000000,45.4000000,46.1650000,45.2500000,45.3250000,141655
20151229,000000,45.6650000,46.4750000,45.5850000,46.4750000,273239
20151230,000000,46.4700000,46.7000000,46.1500000,46.5000000,159313
20160104,000000,45.7650000,45.8300000,44.6450000,45.3900000,458390
20160105,000000,45.8650000,46.1850000,45.1750000,45.6250000,344107
20160106,000000,46.6000000,48.0950000,45.6150000,46.1800000,889099
20160107,000000,45.1600000,45.9350000,44.4580000,45.4800000,699269
20160108,000000,45.7400000,46.3600000,45.2750000,45.2900000,419276
20160111,000000,45.1450000,45.4800000,44.4710000,45.2250000,503929
20160112,000000,45.3350000,46.6100000,45.1500000,46.1500000,482965
20160113,000000,46.6750000,46.8150000,45.5950000,45.6750000,418395
20160114,000000,45.2150000,45.3600000,44.2210000,44.6900000,555568
20160115,000000,44.7350000,45.1850000,42.5150000,43.2500000,854852
20160118,000000,43.0500000,44.1500000,41.8350000,42.7650000,586608
20160119,000000,43.5400000,45.8000000,43.3300000,45.5100000,842265
20160120,000000,44.6000000,45.6550000,44.0800000,44.5350000,709363
20160121,000000,44.8600000,45.7150000,44.5000000,45.4800000,496438
20160122,000000,46.1000000,46.3050000,45.3250000,46.1000000,478727
20160125,000000,46.5000000,47.6000000,46.3500000,47.3700000,647281
20160126,000000,46.5800000,46.8300000,45.9200000,46.5200000,358925
20160127,000000,46.6400000,46.9550000,46.3350000,46.7300000,282248
20160128,000000,46.8350000,46.8350000,44.4950000,44.9750000,724056
20160129,000000,45.6800000,46.3950000,45.2900000,46.3950000,480049
20160201,000000,46.4750000,46.9350000,45.9000000,46.6050000,632794
20160202,000000,46.5700000,46.7900000,45.4600000,45.8000000,601439
20160203,000000,45.5400000,46.0500000,44.6500000,44.8000000,458339
20160204,000000,45.4300000,45.4300000,43.9550000,44.4550000,463477
20160205,000000,44.2750000,44.3600000,42.9100000,43.1550000,456559
20160208,000000,42.9500000,43.5950000,39.7100000,40.1600000,1220050
20160209,000000,39.1700000,40.7950000,38.2250000,39.6850000,1255886
20160210,000000,40.0100000,41.5150000,39.8500000,40.8000000,842289
20160211,000000,40.3250000,40.5000000,39.3400000,39.5700000,802579
20160212,000000,39.7000000,40.0550000,39.1500000,40.0300000,431875
20160215,000000,41.3600000,41.5500000,40.8500000,40.9950000,488919
20160216,000000,41.0000000,41.5950000,40.2750000,40.5300000,493075
20160217,000000,40.4400000,41.2400000,40.4000000,41.0700000,449803
20160218,000000,41.8350000,44.4550000,41.2850000,42.6850000,783127
20160219,000000,42.4500000,42.9150000,42.1100000,42.5050000,448981
20160222,000000,43.0000000,43.6000000,42.0000000,42.2400000,545358
20160223,000000,42.4000000,43.1250000,41.9000000,42.6250000,617069
20160224,000000,42.7750000,43.0950000,31.8800000,33.4000000,9552057
20160225,000000,35.0000000,36.9800000,33.4250000,36.4950000,4360048
20160226,000000,37.2000000,38.4500000,36.0150000,36.1300000,2032500
20160229,000000,36.0250000,36.7550000,34.5100000,36.5600000,1144501
20160301,000000,36.6700000,36.9950000,35.9600000,36.7100000,966526
20160302,000000,37.8700000,39.9900000,37.4000000,38.2050000,1946276
20160303,000000,38.6000000,39.3300000,38.0850000,38.3000000,652853
20160304,000000,38.8000000,39.5950000,38.5650000,38.6550000,975131
20160307,000000,38.7600000,38.8140000,36.6300000,37.2100000,1290927
20160308,000000,37.0000000,37.0000000,34.2100000,34.8500000,2887667
20160309,000000,34.9450000,36.0800000,33.6100000,34.8150000,1580498
20160310,000000,35.1000000,35.7000000,31.6750000,32.0000000,2433716
20160311,000000,33.0450000,35.0550000,32.3700000,34.5400000,2351778
20160314,000000,34.8350000,35.7500000,34.6500000,35.1500000,1630247
20160315,000000,35.1300000,35.1800000,33.1250000,34.5050000,1706442
20160316,000000,34.5500000,34.8000000,33.7000000,34.2550000,1525729
20160317,000000,34.5700000,34.7950000,32.4600000,32.7050000,1502210
20160318,000000,32.7800000,32.9050000,31.9050000,32.6000000,1895337
20160321,000000,32.5800000,32.7100000,30.7000000,31.5000000,1194555
20160322,000000,30.9400000,31.5100000,29.4000000,31.1500000,1972532
20160323,000000,31.4000000,32.3150000,31.3750000,32.1050000,906917
20160324,000000,32.6500000,32.9000000,31.8000000,32.5400000,1401179
20160329,000000,32.6700000,32.8150000,31.6400000,31.7550000,751581
20160330,000000,32.5000000,34.1000000,32.2650000,33.1000000,1737698
20160331,000000,33.1400000,33.6100000,32.7500000,33.3000000,931287
20160401,000000,33.0000000,35.2200000,32.8500000,34.7150000,1245672
20160404,000000,35.0100000,35.3300000,33.8400000,33.9300000,815021
20160405,000000,33.6100000,34.1200000,32.9600000,33.1350000,944601
20160406,000000,33.4100000,34.0000000,33.1500000,33.9150000,649878
20160407,000000,34.5900000,35.3500000,32.3550000,32.7500000,1505857
20160408,000000,33.0300000,34.0550000,32.5750000,33.7500000,1105119
20160411,000000,33.9450000,34.3800000,33.5950000,34.0000000,573975
20160412,000000,34.0000000,34.2550000,33.1250000,33.6150000,644243
20160413,000000,34.2200000,35.1500000,33.8800000,35.0600000,1026711
20160414,000000,35.2450000,35.3790000,34.3050000,34.4850000,617169
20160415,000000,34.5150000,35.0850000,34.3600000,34.9900000,654380
20160418,000000,34.4100000,35.6650000,34.3100000,35.1650000,581718
20160419,000000,35.2100000,36.2000000,34.9950000,35.6000000,784744
20160420,000000,35.5500000,35.9950000,35.0750000,35.1200000,550359
20160421,000000,35.4000000,35.6340000,34.9500000,35.2850000,470592
20160422,000000,35.1200000,35.7000000,34.8400000,34.9650000,374880
20160425,000000,35.2000000,35.7650000,35.0100000,35.4250000,359657
20160426,000000,35.4400000,35.7900000,35.0100000,35.0850000,370612
20160427,000000,35.5000000,38.3800000,35.4000000,37.6300000,1761124
20160428,000000,37.6200000,38.2750000,36.6400000,38.0800000,812621
20160429,000000,37.8000000,38.5000000,36.5500000,37.7150000,1060818
20160502,000000,37.3600000,37.7650000,36.9900000,37.5300000,576131
20160503,000000,37.5300000,37.7050000,36.8700000,37.3750000,506315
20160504,000000,37.2350000,37.4790000,36.3700000,37.2200000,724106
20160505,000000,37.2000000,37.7750000,37.0100000,37.2350000,253720
20160506,000000,37.1450000,37.4500000,36.9250000,37.2100000,276369
20160509,000000,37.4950000,37.9900000,37.3500000,37.9150000,261368
20160510,000000,38.1150000,39.1100000,37.8650000,39.1100000,727234
20160511,000000,39.2050000,41.1500000,39.2050000,40.5200000,1301984
20160512,000000,40.5000000,41.7000000,40.0000000,41.5150000,922901
20160513,000000,41.0600000,41.3800000,40.3300000,40.9200000,719307
20160517,000000,41.1500000,41.7200000,40.7500000,40.8100000,481747
20160518,000000,40.6900000,41.9250000,40.3350000,41.9250000,496985
20160519,000000,41.5500000,41.9200000,39.4000000,41.0650000,863750
20160520,000000,41.3550000,41.6500000,40.8500000,40.9900000,479572
20160523,000000,41.1450000,41.3950000,40.5200000,41.0000000,366076
20160524,000000,40.8600000,41.0150000,39.9750000,40.2650000,676177
20160525,000000,40.5000000,40.7250000,39.1450000,39.8000000,819554
20160526,000000,39.6350000,40.6500000,39.6350000,40.5000000,351857
20160527,000000,40.3850000,40.4950000,39.7000000,40.0100000,405215
20160530,000000,40.0000000,40.1000000,39.5350000,40.0000000,233787
20160531,000000,40.1500000,40.4200000,39.7400000,39.9600000,469348
20160601,000000,39.9500000,40.2900000,39.1750000,39.5500000,373360
20160602,000000,39.8000000,39.8300000,38.9100000,39.3800000,370803
20160603,000000,39.6350000,39.8050000,38.0900000,38.8200000,538522
20160606,000000,38.9500000,38.9950000,38.4000000,38.5300000,275679
20160607,000000,38.5000000,38.8900000,38.4000000,38.7600000,373257
20160608,000000,38.4500000,41.9450000,37.6400000,41.0600000,1867469
20160609,000000,40.8950000,40.9000000,39.6900000,40.5100000,692925
20160610,000000,40.4000000,40.5050000,39.5850000,40.0050000,638912
20160613,000000,39.2000000,39.8550000,39.1150000,39.4750000,547562
20160614,000000,38.7500000,38.8200000,37.9450000,38.3450000,502415
20160615,000000,38.9000000,39.5000000,38.6550000,38.8700000,561478
20160616,000000,38.4150000,38.9400000,38.2000000,38.3550000,461414
20160617,000000,38.2850000,39.5800000,38.2400000,39.1500000,922737
20160620,000000,39.7900000,40.6080000,39.6500000,39.7400000,470388
20160621,000000,39.6550000,40.1200000,39.2550000,39.7850000,373558
20160622,000000,40.1250000,40.2100000,39.2000000,39.6250000,318321
20160623,000000,39.9300000,40.1000000,39.1600000,39.6050000,501833
20160624,000000,33.2000000,39.2900000,32.2550000,39.2150000,1769659
20160627,000000,41.0000000,41.5000000,37.0000000,37.7400000,1777805
20160628,000000,38.5000000,38.7750000,38.2750000,38.2900000,517412
20160629,000000,38.8250000,38.9000000,38.0300000,38.6900000,641970
20160630,000000,39.4100000,39.7000000,38.8600000,39.4600000,683339
20160701,000000,39.6000000,39.9200000,39.4500000,39.7800000,416890
20160704,000000,40.0000000,40.0650000,39.2550000,39.4000000,227232
20160705,000000,39.3050000,39.3050000,38.2500000,38.7100000,305175
20160706,000000,38.4050000,38.7000000,37.9300000,38.1050000,374864
20160707,000000,38.4050000,39.2150000,38.3600000,38.7250000,286719
20160708,000000,38.6750000,39.4250000,38.4500000,39.2050000,254884
20160711,000000,39.5200000,39.8900000,39.3000000,39.5850000,330412
20160712,000000,39.6750000,39.9000000,39.0700000,39.5150000,378753
20160713,000000,39.3500000,39.7100000,38.9350000,39.3750000,438052
20160714,000000,39.7450000,40.1450000,39.4000000,39.7900000,342184
20160715,000000,39.6200000,39.7000000,38.7000000,39.2350000,323285
20160718,000000,39.6050000,39.9800000,39.3850000,39.5950000,236690
20160719,000000,39.5000000,39.6800000,39.3000000,39.6000000,266810
20160720,000000,39.8750000,41.0500000,39.6600000,40.7250000,498437
20160721,000000,40.7000000,40.8400000,40.3300000,40.5200000,223232
20160722,000000,40.5000000,41.3000000,40.2650000,41.0000000,252107
20160725,000000,40.9200000,41.8750000,40.8950000,41.8350000,378049
20160726,000000,41.8000000,42.3850000,41.6000000,42.1450000,493466
20160727,000000,42.4700000,42.9400000,42.2700000,42.7050000,384675
20160728,000000,43.0500000,43.4100000,41.9000000,42.1200000,487916
20160729,000000,42.2800000,42.5500000,41.4250000,41.5900000,396084
20160801,000000,41.9000000,41.9000000,41.2950000,41.5900000,294234
20160802,000000,41.6200000,41.7000000,40.0750000,40.5550000,352588
20160803,000000,40.4400000,40.5150000,39.1400000,39.7050000,515822
20160804,000000,40.0000000,40.2550000,39.5700000,39.6950000,390986
20160805,000000,39.6400000,39.7850000,39.3600000,39.5700000,603115
20160808,000000,39.7000000,39.7000000,39.4200000,39.5800000,370460
20160809,000000,39.5000000,40.1650000,39.4200000,40.1350000,479157
20160810,000000,40.2950000,40.3300000,39.8600000,40.1050000,298166
20160811,000000,40.3150000,40.3350000,40.0550000,40.3000000,325612
20160812,000000,40.1950000,40.7600000,40.1400000,40.5200000,258439
20160815,000000,40.6650000,41.0650000,40.2450000,41.0200000,256956
20160816,000000,41.0000000,41.4000000,40.4400000,40.9050000,395286
20160817,000000,41.1900000,41.4800000,38.9150000,40.2700000,889695
20160818,000000,40.5500000,41.4200000,40.5450000,41.2500000,559441
20160819,000000,41.3000000,41.3000000,40.7900000,40.9350000,372545
20160822,000000,41.0000000,41.6700000,40.9000000,41.2950000,426994
20160823,000000,41.5000000,42.5000000,41.2550000,42.3850000,595933
20160824,000000,42.2000000,42.9150000,42.0000000,42.9150000,441374
20160825,000000,42.6700000,43.0050000,41.9700000,42.8650000,597323
20160826,000000,42.8500000,43.1350000,42.6050000,43.0400000,403896
20160829,000000,42.9600000,43.1500000,42.4250000,42.9700000,244484
20160830,000000,44.5000000,45.7800000,44.2800000,44.2800000,1427298
20160831,000000,44.3200000,45.5450000,44.3000000,44.3700000,1032031
20160901,000000,44.5200000,45.1200000,44.4250000,44.5250000,514972
20160902,000000,44.7450000,46.0700000,44.5500000,45.8600000,990309
20160905,000000,46.0750000,46.4000000,45.1050000,45.2600000,610504
20160906,000000,45.3150000,45.7740000,45.1400000,45.5600000,296580
20160907,000000,45.8100000,46.3200000,45.4600000,46.0250000,449311
20160908,000000,46.0900000,46.3100000,45.5500000,45.6350000,391569
20160909,000000,45.4000000,45.6200000,45.0850000,45.3150000,399249
20160912,000000,44.3650000,45.2700000,42.4150000,45.0750000,746299
20160913,000000,45.3850000,45.9950000,45.0350000,45.2050000,404800
20160914,000000,45.3100000,45.5000000,44.8200000,45.1350000,324491
20160915,000000,45.1850000,45.5300000,44.7900000,45.4650000,261491
20160916,000000,45.4400000,45.6150000,44.7550000,44.8700000,544424
20160919,000000,45.0550000,45.4530000,44.6250000,44.9250000,308820
20160920,000000,44.9900000,45.4200000,44.8450000,45.1400000,220264
20160921,000000,45.3700000,45.4300000,44.8400000,45.0750000,263024
20160922,000000,45.3300000,46.2050000,45.3000000,46.1900000,619790
20160923,000000,46.0100000,46.9950000,45.9850000,46.7700000,720533
20160926,000000,46.6500000,47.0000000,45.9450000,46.1200000,407411
20160927,000000,46.3800000,46.3800000,45.2400000,45.5900000,439916
20160928,000000,45.8600000,46.9750000,45.8600000,46.3450000,416259
20160929,000000,46.8700000,46.9790000,46.1150000,46.2350000,422016
20160930,000000,45.6900000,46.3900000,45.4000000,46.2500000,475122
20161004,000000,46.5000000,47.2050000,46.1200000,46.1500000,992690
20161005,000000,46.0000000,46.3550000,45.6650000,46.0500000,338412
20161006,000000,46.0500000,46.2650000,45.2850000,45.5250000,262007
20161007,000000,45.4550000,45.6250000,44.5400000,44.6200000,393909
20161010,000000,44.5550000,44.7200000,43.9250000,44.3250000,465830
20161011,000000,44.2500000,44.4000000,43.9450000,44.1350000,301917
20161012,000000,44.2400000,44.8750000,43.7650000,43.9650000,373276
20161013,000000,43.8000000,43.9600000,43.3050000,43.7150000,291211
20161014,000000,43.9350000,44.2450000,43.6400000,43.8500000,231422
20161017,000000,43.8600000,44.0350000,42.7750000,43.1700000,372265
20161018,000000,43.5050000,43.9700000,43.3200000,43.8500000,256118
20161019,000000,43.9300000,44.0300000,43.7700000,44.0000000,339840
20161020,000000,44.2150000,44.2600000,43.5900000,43.9300000,307860
20161021,000000,44.0400000,44.1800000,43.7250000,44.0000000,272552
20161024,000000,44.2000000,44.5250000,44.0900000,44.2050000,316109
20161025,000000,44.3300000,44.3650000,43.6200000,43.6200000,232683
20161026,000000,43.5100000,44.0580000,41.7200000,43.2650000,695423
20161027,000000,43.2500000,43.6350000,42.8750000,43.2600000,290916
20161028,000000,43.0000000,43.3050000,42.8000000,43.2000000,314623
20161031,000000,43.1800000,43.3300000,42.8550000,43.2150000,290957
20161101,000000,43.4600000,43.4600000,41.9050000,41.9750000,324275
20161102,000000,41.8200000,41.8600000,41.4050000,41.7000000,440587
20161103,000000,41.7600000,42.3900000,41.5950000,42.2000000,587329
20161104,000000,42.1100000,42.2450000,41.6150000,42.1400000,363637
20161107,000000,42.3450000,42.6350000,42.1300000,42.3150000,271941
20161108,000000,42.2750000,42.5750000,42.2000000,42.3650000,216917
20161109,000000,40.9850000,43.0200000,40.8500000,42.9800000,620552
20161110,000000,43.3450000,43.7500000,41.5550000,41.6900000,540087
20161111,000000,41.9000000,41.9000000,40.8500000,40.9900000,471255
20161114,000000,41.3450000,41.6220000,40.6050000,40.8300000,371151
20161115,000000,40.9100000,41.4800000,40.7750000,41.3600000,557447
20161116,000000,42.9150000,44.5400000,42.2650000,44.4700000,1298134
20161117,000000,44.9000000,45.3700000,44.1200000,44.9900000,746747
20161118,000000,45.1050000,45.1900000,44.6250000,44.7250000,569651
20161121,000000,45.0000000,45.1700000,43.8300000,44.3350000,398519
20161122,000000,44.8800000,44.9000000,43.9500000,44.0000000,470330
20161123,000000,43.9300000,44.0800000,42.8550000,42.9500000,538564
